15,0.759810905,0,15442,10371
19,1.394076841,4,3748,11184
21,0.491014121,4,1558,11147
26,0.48951049,3,1144,10589
15,0.280877812,0,36272,9247
19,0.254402481,0,36116,8739
21,0.278211636,0,35854,9289
26,0.300788648,0,35377,10867
15,0.334699454,0,30012,29940
19,0.310123836,0,29959,28071
21,0.315681182,0,29647,27317
26,0.337400603,0,29176,31676
1,0.181416127,3,22385,2669
10,0.182331945,4,20172,2877
7,0.178793211,4,19324,2766
2,0.177248271,4,19515,3743
24,0.316970715,1,24996,132931
23,0.32179132,2,23826,140007
30,0.353495479,2,23559,145604
30,0.378612957,2,24080,151398
27,0.273566407,0,20909,6086
3.5,0.357167194,0,20545,9936
9.5,0.384970278,0,22542,11384
19.5,0.368534483,0,23664,11655
53,0.246851801,4,18185,2961
7,0.252090935,4,17815,3293
18,0.268513768,4,17541,3140
23,0.26249559,4,17006,3460
30.5,0.28361653,2,19068,6091
11.5,0.270032989,2,18794,6785
10.5,0.316408367,2,18454,6697
15,0.275871657,2,17983,6895
1.75,0.300828778,3,5671,9661
9,0.275987621,3,5493,8218
8,0.275952694,3,5327,11506
7.5,0.25871131,3,5137,12215
1,0.308203825,0,26768,5562
2,0.306435176,0,26495,5136
0,0.317183807,0,26234,5083
11,0.317723702,3,26095,5011
1,0.326933165,0,28593,5927
2,0.331933785,0,29057,5495
0,0.331678117,0,29402,5861
11,0.351926471,0,30029,5733
34.5,0.325673458,2,20714,26400
37.5,0.323791601,0,20192,27047
52.5,0.330208013,2,19518,28891
52.5,0.312622077,0,18943,29398
0.5,0.19282603,0,34207,10962
3,0.238623205,0,34544,14694
2,0.201936215,0,34397,16663
3,0.245133445,0,34059,16424
3,0.248605171,0,35309,5350
9,0.240496106,0,34670,5381
18,0.331635657,0,33968,5243
32,0.261864477,0,36053,5415
3,0.264043179,2,35017,2601
9,0.25997382,2,35142,2703
18,0.261799009,2,34897,2958
32,0.257924534,2,34797,3016
3,0.278557294,0,22236,2610
9,0.268057216,0,22581,3803
18,0.273215484,0,22345,3061
32,0.261226136,0,22314,4194
15,0.284183673,0,23520,1291
25,0.289990967,0,23249,1318
17,0.300273056,4,22706,1749
52,0.335726294,4,22009,1694
8.5,0.316798867,0,35300,3810
17,0.31048919,0,34874,4045
13,0.340577797,0,34095,3686
28,0.431610289,0,32578,3466
15,0.30984748,0,24128,13458
25,0.314693535,0,23820,11318
17,0.330009759,0,23569,12107
52,0.35339974,0,23090,12402
2,0.306362679,0,16141,2665
8,0.286942973,0,16045,2534
3,0.301803227,0,15805,2711
1,0.334591604,0,15365,2976
2,0.270728818,0,28704,4283
8,0.262045318,0,28289,4400
3,0.256802168,0,27675,4344
1,0.34059785,0,27164,3987
16,0.522966647,0,20508,1878
1,0.309238788,0,17459,1749
25,0.296526273,0,17071,2121
20,0.346514545,0,16741,1959
16,0.332789204,0,18378,3795
1,0.281761842,4,18072,3801
25,0.262335014,4,17653,3491
20,0.692647159,4,14729,3214
11,0.231458341,0,26009,8230
12,0.244801623,0,25633,7829
1,0.265113375,0,25623,8239
6,0.258428716,0,25686,9154
11,0.257517544,0,31493,3888
12,0.255265909,0,31571,3432
1,0.267363108,0,31302,4058
6,0.267860619,0,30822,3923
2.75,0.313190192,2,37399,17164
1.75,0.313937169,3,37052,18749
4,0.300883067,3,37483,19854
12.25,0.399717091,3,36761,19681
3,0.282140494,0,40813,10716
39,0.292232482,2,40502,10273
7,0.292384809,2,40498,10910
17,0.306955745,2,40312,11864
3,0.30114096,0,46978,9436
39,0.280736706,0,47183,10912
7,0.278622847,0,46676,11451
17,0.286213331,0,46088,11972
0.5,0.315143429,2,22485,31699
0.25,0.316447251,2,22484,33019
2,0.330571441,2,22207,33538
0.25,0.335203041,2,21572,35952
30,0.364650594,2,26173,4940
20,0.342592936,2,26927,4365
17,0.341131402,2,26887,4487
22,0.340534142,2,27034,4470
7,0.282907992,0,35736,10149
12,0.25211693,0,37082,10953
4,0.2578818,0,37428,11022
3,0.242429154,0,37017,10901
0.7,0.313913434,4,6677,38188
0,0.266571519,4,6306,36642
0,0.298452836,4,6011,36118
0.1,0.296603008,4,5917,39381
3.5,0.382605856,2,9187,4477
2.833333333,0.710919089,3,6365,3493
1.5,0.385283019,3,5300,3228
2.666666667,0.339095477,3,4975,3158
8,0.23952326,0,23409,2744
12,0.22760937,0,23224,2971
28,0.228146663,0,22937,2873
12,0.223093682,0,22950,3135
8,0.2218273,3,41077,26613
12,0.221362425,3,39415,25793
28,0.214596473,3,38845,28364
12,0.209757972,4,39045,31582
8,0.398820342,2,29161,74353
12,0.389808302,2,29004,78879
28,0.383284904,2,28908,79594
12,0.384470818,2,28733,82378
8,0.283181309,2,31245,4957
12,0.268370293,2,30484,5476
28,0.289854591,2,30122,5153
12,0.27171381,2,30050,5334
8,0.296235817,2,35519,26098
12,0.305368085,2,35413,24401
28,0.316456773,2,35256,24061
12,0.314809575,2,35342,25833
1,0.296677585,0,34192,5491
0,0.295832238,0,34239,5389
2,0.298027736,0,33819,5328
6,0.322193026,0,33871,5220
0,0.361653128,2,23882,6353
1,0.369491092,2,23462,6361
12,0.377799751,2,23261,6005
17,0.393482428,2,23475,7100
0,0.28774605,0,27281,4934
1,0.266278397,0,27644,5211
12,0.307567859,0,27815,5145
17,0.29098719,0,26307,5035
0,0.312055336,0,30360,19257
1,0.288543612,0,29992,19699
12,0.317569379,0,29836,18683
17,0.310511411,0,30015,17302
1,0.330695637,1,22368,7657
0,0.322355694,2,22227,7832
0,0.33973956,1,22270,7756
1,0.341332974,1,22251,9606
0,0.291918569,0,16210,1814
0,0.294933199,0,15868,1658
0,0.292572526,0,14581,1719
1,0.278039048,3,14034,1943
0,0.520052693,2,20496,2427
0,0.294966172,2,23501,2422
0.5,0.315706427,2,23449,2273
1,0.278918966,2,22978,2528
0,0.463770081,2,14753,1971
4,0.343376692,2,15068,1963
0,0.344248254,2,15178,2037
1,0.323057376,2,14954,1887
5,0.296135845,0,51706,18786
5,0.288355114,2,51499,18259
14,0.301857796,2,51405,18608
45,0.338634165,2,51690,19939
1,0.296119355,0,37468,3328
9,0.277638859,0,37592,3619
2,0.293455628,0,37941,3816
13,0.280475614,0,38014,3790
3.5,0.292583072,0,21006,4255
8,0.260362878,2,21109,4612
7,0.384726018,3,20859,4884
14,0.311808335,3,16988,5112
7,0.487294388,1,18299,8242
12,0.471407505,1,18309,7971
14,0.462738391,1,19296,8248
20,0.492710901,1,18658,9003
30,0.250007938,0,31495,2327
20,0.264983823,0,31217,1988
17,0.251704417,0,30949,2320
22,0.256323777,3,30836,2474
30,0.261171632,0,17992,1642
20,0.277126591,0,17916,1685
17,0.262361309,0,17575,2075
22,0.282874004,0,17453,2058
1,0.317050902,4,4381,1179
1,0.251445813,4,3977,1253
1,0.29885357,4,3838,1370
15,2.314894765,4,3706,1535
1,0.280374427,0,31408,4110
1,0.277628903,0,30973,4268
1,0.270818961,0,30441,4246
15,0.334238103,3,29105,4170
4,0.407594937,4,8295,15775
11.75,0.435912793,4,8348,20356
6.75,0.414455842,4,8481,15728
5,0.43062812,4,8613,16467
1,0.432051562,2,18308,5538
1,0.446063185,2,18327,5952
0,0.420526201,2,18396,5656
1,0.451248773,2,18338,6397
